Sequence_ID,GC_Content
lcl|U00096.3_cds_AAC74619.1_1534,48.26
lcl|U00096.3_cds_AAC74620.1_1535,52.65
lcl|U00096.3_cds_AYC08216.1_1536,53.68
lcl|U00096.3_cds_ABD18667.1_1537,44.44
lcl|U00096.3_cds_AAC74622.2_1538,31.63
lcl|U00096.3_cds_AAC74623.2_1539,29.89
lcl|U00096.3_cds_AAC74624.2_1540,43.59
lcl|U00096.3_cds_AYC08217.1_1541,43.94
lcl|U00096.3_cds_AYC08218.1_1542,33.86
lcl|U00096.3_cds_AAC74625.1_1543,40.38
lcl|U00096.3_cds_AAC74626.1_1544,45.78
lcl|U00096.3_cds_ACO59993.1_1545,49.41
lcl|U00096.3_cds_AAC74627.1_1546,50.56
lcl|U00096.3_cds_AAC74628.1_1547,43.59
lcl|U00096.3_cds_AAC74629.2_1548,46.3
lcl|U00096.3_cds_QNV50529.1_1549,40.35
lcl|U00096.3_cds_AAC74630.1_1550,35.19
lcl|U00096.3_cds_AAC74631.1_1551,48.36
lcl|U00096.3_cds_AYC08219.1_1552,37.78
lcl|U00096.3_cds_AAC74632.2_1553,47.94
lcl|U00096.3_cds_AAC74633.4_1554,52.19
lcl|U00096.3_cds_AAC74634.1_1555,40.48
lcl|U00096.3_cds_AAC74635.1_1556,51.92
lcl|U00096.3_cds_AAC74636.1_1557,46.88
lcl|U00096.3_cds_AAC74637.1_1558,47.08
lcl|U00096.3_cds_AAC74638.1_1559,46.08
lcl|U00096.3_cds_AAC74639.1_1560,42.94
lcl|U00096.3_cds_AYC08220.1_1561,43.33
lcl|U00096.3_cds_AYC08221.1_1562,50.52
lcl|U00096.3_cds_AAC74642.1_1563,46.75
lcl|U00096.3_cds_AAC74643.1_1564,43.63
lcl|U00096.3_cds_AAC74644.1_1565,48.08
lcl|U00096.3_cds_AAC74645.2_1566,46.51
lcl|U00096.3_cds_AAC74646.1_1567,47.95
lcl|U00096.3_cds_AAC74647.1_1568,35.98
lcl|U00096.3_cds_AAC74648.1_1569,43.23
lcl|U00096.3_cds_AYC08222.1_1570,42.34
lcl|U00096.3_cds_AAC74652.1_1571,44.9
lcl|U00096.3_cds_AAC74653.1_1572,50.7
lcl|U00096.3_cds_AAC74654.1_1573,51.68
lcl|U00096.3_cds_AAC74655.1_1574,51.17
lcl|U00096.3_cds_AAC74656.1_1575,46.88
lcl|U00096.3_cds_AAC74657.2_1576,43.74
lcl|U00096.3_cds_AAC74658.2_1577,56.21
lcl|U00096.3_cds_AAC74659.1_1578,50.76
lcl|U00096.3_cds_AAC74660.4_1579,51.2
lcl|U00096.3_cds_AAC74661.1_1580,52.91
lcl|U00096.3_cds_AAC74662.1_1581,52.63
lcl|U00096.3_cds_AAC74663.2_1582,53.33
lcl|U00096.3_cds_AAC74664.2_1583,54.26
lcl|U00096.3_cds_AAC74665.2_1584,52.16
lcl|U00096.3_cds_AAC74666.1_1585,52.25
lcl|U00096.3_cds_AAC74667.1_1586,52.68
lcl|U00096.3_cds_AAC74668.1_1587,52.95
lcl|U00096.3_cds_AAC74669.2_1588,51.13
lcl|U00096.3_cds_ABP93446.1_1589,42.86
lcl|U00096.3_cds_AAC74670.1_1590,52.07
lcl|U00096.3_cds_AAC74671.1_1591,51.52
lcl|U00096.3_cds_AAC74672.1_1592,42.35
lcl|U00096.3_cds_QNV50530.1_1593,46.08
lcl|U00096.3_cds_AAC74673.1_1594,50.24
lcl|U00096.3_cds_AAC74674.1_1595,52.63
lcl|U00096.3_cds_AAC74675.1_1596,52.45
lcl|U00096.3_cds_AAC74676.1_1597,51.11
lcl|U00096.3_cds_AAC74677.1_1598,53.51
lcl|U00096.3_cds_AAC74678.1_1599,50.9
lcl|U00096.3_cds_AAC74679.1_1600,47.32
lcl|U00096.3_cds_AAC74680.2_1601,49.31
lcl|U00096.3_cds_AAC74681.1_1602,50.69
lcl|U00096.3_cds_AAC74682.1_1603,50.75
lcl|U00096.3_cds_AAC74683.1_1604,53.77
lcl|U00096.3_cds_AAC74684.1_1605,51.55
lcl|U00096.3_cds_AAC74685.1_1606,50.77
lcl|U00096.3_cds_AAC74686.1_1607,49.04
lcl|U00096.3_cds_AAC74687.2_1608,47.16
lcl|U00096.3_cds_AAC74688.1_1609,51.82
lcl|U00096.3_cds_AAC74689.1_1610,52.26
lcl|U00096.3_cds_AAC74690.1_1611,50.93
lcl|U00096.3_cds_AAC74691.1_1612,47.27
lcl|U00096.3_cds_AAC74692.1_1613,53.94
lcl|U00096.3_cds_AAC74693.1_1614,52.73
lcl|U00096.3_cds_AAC74694.1_1615,50.98
lcl|U00096.3_cds_AAC74695.1_1616,53.89
lcl|U00096.3_cds_AAC74696.2_1617,53.31
lcl|U00096.3_cds_AAT48132.1_1618,42.86
lcl|U00096.3_cds_AAC74697.1_1619,47.22
lcl|U00096.3_cds_AAC74698.2_1620,48.75
lcl|U00096.3_cds_AAC74699.1_1621,51.55
lcl|U00096.3_cds_AAC74700.1_1622,54.58
lcl|U00096.3_cds_AAC74701.1_1623,55.38
lcl|U00096.3_cds_AAC74702.1_1624,52.6
lcl|U00096.3_cds_AAC74703.1_1625,53.14
lcl|U00096.3_cds_AAC74704.1_1626,52.73
lcl|U00096.3_cds_AAC74705.1_1627,49.21
lcl|U00096.3_cds_AAC74706.1_1628,51.63
lcl|U00096.3_cds_AAC74707.1_1629,50.5
lcl|U00096.3_cds_AAC74708.1_1630,53.01
lcl|U00096.3_cds_AAC74709.1_1631,51.53
lcl|U00096.3_cds_AAC74710.1_1632,51.9
lcl|U00096.3_cds_AAC74711.2_1633,45.76
lcl|U00096.3_cds_AAC74712.1_1634,54.59
lcl|U00096.3_cds_AAT48133.1_1635,51.28
lcl|U00096.3_cds_AAC74714.2_1636,48.28
lcl|U00096.3_cds_AAC74715.1_1637,48.95
lcl|U00096.3_cds_AAC74716.2_1638,50.23
lcl|U00096.3_cds_AAC74717.1_1639,52.76
lcl|U00096.3_cds_AAC74718.1_1640,52.87
lcl|U00096.3_cds_AAT48134.1_1641,52.4
lcl|U00096.3_cds_AAC74720.2_1642,51.67
lcl|U00096.3_cds_AAC74721.3_1643,52.33
lcl|U00096.3_cds_AAC74722.1_1644,53.46
lcl|U00096.3_cds_AAC74723.1_1645,51.47
lcl|U00096.3_cds_AAC74724.1_1646,54.17
lcl|U00096.3_cds_AAC74725.1_1647,56.9
lcl|U00096.3_cds_AAC74726.1_1648,52.59
lcl|U00096.3_cds_AAC74727.1_1649,47.79
lcl|U00096.3_cds_AAC74728.1_1650,50.17
lcl|U00096.3_cds_AAC74729.1_1651,53.33
lcl|U00096.3_cds_ABP93447.1_1652,50.0
lcl|U00096.3_cds_AAC74730.1_1653,53.8
lcl|U00096.3_cds_AAC74731.1_1654,53.7
lcl|U00096.3_cds_AAT48135.1_1655,53.38
lcl|U00096.3_cds_AAC74733.1_1656,47.95
lcl|U00096.3_cds_AAC74734.1_1657,47.51
lcl|U00096.3_cds_AAT48136.1_1658,52.98
lcl|U00096.3_cds_AAC74736.1_1659,51.39
lcl|U00096.3_cds_AAC74737.1_1660,44.77
lcl|U00096.3_cds_AAC74738.1_1661,47.85
lcl|U00096.3_cds_AAC74739.1_1662,52.89
lcl|U00096.3_cds_AAC74740.1_1663,49.24
lcl|U00096.3_cds_AAC74741.4_1664,50.37
lcl|U00096.3_cds_AAC74742.1_1665,52.31
lcl|U00096.3_cds_AAC74743.1_1666,47.98
lcl|U00096.3_cds_AAC74744.1_1667,49.44
lcl|U00096.3_cds_AAC74745.1_1668,46.67
lcl|U00096.3_cds_UMR55113.1_1669,48.72
lcl|U00096.3_cds_AAC74746.1_1670,49.89
lcl|U00096.3_cds_AAC74747.1_1671,50.63
lcl|U00096.3_cds_AAC74748.1_1672,51.84
lcl|U00096.3_cds_AAC74749.1_1673,48.68
lcl|U00096.3_cds_AAC74750.1_1674,54.87
lcl|U00096.3_cds_AAC74751.1_1675,53.3
lcl|U00096.3_cds_AAC74752.1_1676,50.47
lcl|U00096.3_cds_AAC74753.2_1677,51.55
lcl|U00096.3_cds_AAC74754.1_1678,53.39
lcl|U00096.3_cds_AAC74755.2_1679,44.44
lcl|U00096.3_cds_AAC74756.1_1680,51.58
lcl|U00096.3_cds_AAC74757.1_1681,53.81
lcl|U00096.3_cds_AAC74758.1_1682,54.9
lcl|U00096.3_cds_AAC74759.2_1683,45.66
lcl|U00096.3_cds_AAC74760.1_1684,44.94
lcl|U00096.3_cds_AAC74761.4_1685,45.34
lcl|U00096.3_cds_AAC74762.1_1686,47.75
lcl|U00096.3_cds_AAC74763.1_1687,50.46
lcl|U00096.3_cds_AAC74764.1_1688,47.49
lcl|U00096.3_cds_AAC74765.2_1689,51.91
lcl|U00096.3_cds_AAC74766.1_1690,42.0
lcl|U00096.3_cds_AAC74767.1_1691,51.37
lcl|U00096.3_cds_AAC74768.1_1692,53.57
lcl|U00096.3_cds_AAC74769.1_1693,54.65
lcl|U00096.3_cds_AAC74770.1_1694,47.96
lcl|U00096.3_cds_AAC74771.3_1695,49.85
lcl|U00096.3_cds_AAC74772.1_1696,54.64
lcl|U00096.3_cds_AAC74773.1_1697,51.32
lcl|U00096.3_cds_AAC74774.1_1698,53.1
lcl|U00096.3_cds_AAC74775.1_1699,50.52
lcl|U00096.3_cds_AAC74776.1_1700,52.82
lcl|U00096.3_cds_AAC74777.1_1701,42.3
lcl|U00096.3_cds_AAC74778.1_1702,49.68
lcl|U00096.3_cds_AAC74779.1_1703,55.2
lcl|U00096.3_cds_AAC74780.1_1704,49.46
lcl|U00096.3_cds_AAC74781.1_1705,55.45
lcl|U00096.3_cds_AAC74782.1_1706,50.0
lcl|U00096.3_cds_AAC74783.1_1707,54.36
lcl|U00096.3_cds_AAC74784.1_1708,53.86
lcl|U00096.3_cds_AAC74785.1_1709,35.56
lcl|U00096.3_cds_AAC74786.1_1710,48.18
lcl|U00096.3_cds_AAC74787.1_1711,50.0
lcl|U00096.3_cds_AAC74788.1_1712,48.62
lcl|U00096.3_cds_AAC74789.1_1713,49.56
lcl|U00096.3_cds_ABD18671.2_1714,48.15
lcl|U00096.3_cds_AAC74792.1_1715,49.41
lcl|U00096.3_cds_AAC74793.1_1716,54.09
lcl|U00096.3_cds_AAC74794.1_1717,43.3
lcl|U00096.3_cds_AAC74795.1_1718,51.92
lcl|U00096.3_cds_AAC74796.1_1719,43.95
lcl|U00096.3_cds_AAC74797.1_1720,51.72
lcl|U00096.3_cds_AAC74798.4_1721,51.27
lcl|U00096.3_cds_AAC74799.1_1722,52.44
lcl|U00096.3_cds_AAC74800.2_1723,35.07
lcl|U00096.3_cds_AAC74801.2_1724,52.26
lcl|U00096.3_cds_AAT48137.1_1725,52.08
lcl|U00096.3_cds_AAC74803.1_1726,51.47
lcl|U00096.3_cds_AAC74804.1_1727,46.78
lcl|U00096.3_cds_AAC74805.1_1728,41.52
lcl|U00096.3_cds_AAC74806.1_1729,49.86
lcl|U00096.3_cds_AAC74807.1_1730,49.23
lcl|U00096.3_cds_AAC74808.1_1731,43.93
lcl|U00096.3_cds_AAC74809.1_1732,49.56
lcl|U00096.3_cds_AAC74810.1_1733,49.52
lcl|U00096.3_cds_AAC74811.1_1734,51.58
lcl|U00096.3_cds_AAC74812.2_1735,51.91
lcl|U00096.3_cds_AAC74813.1_1736,50.82
lcl|U00096.3_cds_AAC74814.1_1737,53.35
lcl|U00096.3_cds_AAC74815.1_1738,55.58
lcl|U00096.3_cds_AAC74816.1_1739,58.08
lcl|U00096.3_cds_AAC74817.1_1740,56.04
lcl|U00096.3_cds_AAC74818.1_1741,55.04
lcl|U00096.3_cds_AAC74819.1_1742,53.41
lcl|U00096.3_cds_AAC74820.2_1743,48.1
lcl|U00096.3_cds_AAC74821.2_1744,48.38
lcl|U00096.3_cds_AAC74822.1_1745,51.55
lcl|U00096.3_cds_AAC74823.1_1746,56.28
lcl|U00096.3_cds_AAC74824.2_1747,56.38
lcl|U00096.3_cds_AAC74825.2_1748,56.77
lcl|U00096.3_cds_AAC74826.1_1749,51.07
lcl|U00096.3_cds_AAC74827.2_1750,53.52
lcl|U00096.3_cds_AAC74828.2_1751,53.46
lcl|U00096.3_cds_AAC74829.1_1752,54.9
lcl|U00096.3_cds_AAC74830.1_1753,50.55
lcl|U00096.3_cds_AAC74831.1_1754,53.27
lcl|U00096.3_cds_AAC74832.2_1755,41.31
lcl|U00096.3_cds_AAC74833.1_1756,55.15
lcl|U00096.3_cds_AAC74834.1_1757,54.98
lcl|U00096.3_cds_AAC74835.1_1758,55.98
lcl|U00096.3_cds_AAC74836.1_1759,51.75
lcl|U00096.3_cds_AAC74837.1_1760,51.13
lcl|U00096.3_cds_AAC74838.2_1761,53.12
lcl|U00096.3_cds_AAC74839.1_1762,45.11
lcl|U00096.3_cds_AAC74840.1_1763,42.29
lcl|U00096.3_cds_AAC74841.1_1764,47.81
lcl|U00096.3_cds_AAC74842.2_1765,45.36
lcl|U00096.3_cds_AAC74843.1_1766,45.4
lcl|U00096.3_cds_AAC74844.1_1767,46.74
lcl|U00096.3_cds_AAC74845.1_1768,49.2
lcl|U00096.3_cds_AAC74846.1_1769,49.77
lcl|U00096.3_cds_AAC74847.2_1770,45.05
lcl|U00096.3_cds_AAC74848.1_1771,48.55
lcl|U00096.3_cds_AAC74849.1_1772,50.0
lcl|U00096.3_cds_AAC74850.2_1773,49.83
lcl|U00096.3_cds_AAC74851.1_1774,50.53
lcl|U00096.3_cds_AAC74852.1_1775,52.21
lcl|U00096.3_cds_AAC74853.1_1776,50.13
lcl|U00096.3_cds_AAC74854.1_1777,49.14
lcl|U00096.3_cds_AAC74855.1_1778,38.48
lcl|U00096.3_cds_AAC74856.2_1779,46.01
lcl|U00096.3_cds_AAC74857.1_1780,51.39
lcl|U00096.3_cds_AAC74858.2_1781,42.86
lcl|U00096.3_cds_AAC74859.1_1782,54.81
lcl|U00096.3_cds_AAC74860.1_1783,49.88
lcl|U00096.3_cds_AAC74861.1_1784,52.71
lcl|U00096.3_cds_AAC74862.2_1785,52.59
lcl|U00096.3_cds_AAC74863.1_1786,52.55
lcl|U00096.3_cds_AAC74864.2_1787,48.05
lcl|U00096.3_cds_ACO59994.1_1788,42.42
lcl|U00096.3_cds_ACO59995.1_1789,42.67
lcl|U00096.3_cds_AAC74865.1_1790,46.18
lcl|U00096.3_cds_AAC74866.1_1791,45.9
lcl|U00096.3_cds_AAC74867.1_1792,48.33
lcl|U00096.3_cds_AAC74868.1_1793,45.23
lcl|U00096.3_cds_AAC74869.2_1794,52.38
lcl|U00096.3_cds_AAC74870.1_1795,53.68
lcl|U00096.3_cds_AAC74871.1_1796,51.24
lcl|U00096.3_cds_AAC74872.1_1797,51.73
lcl|U00096.3_cds_AAC74873.1_1798,50.1
lcl|U00096.3_cds_AAC74874.1_1799,54.08
lcl|U00096.3_cds_AAC74875.1_1800,51.19
lcl|U00096.3_cds_AAC74876.1_1801,53.61
lcl|U00096.3_cds_AAC74877.1_1802,55.6
lcl|U00096.3_cds_AAC74878.1_1803,55.21
lcl|U00096.3_cds_AAC74879.2_1804,51.59
lcl|U00096.3_cds_AAC74880.2_1805,44.67
lcl|U00096.3_cds_AAC74881.1_1806,56.11
lcl|U00096.3_cds_AAC74882.1_1807,50.95
lcl|U00096.3_cds_AAC74883.1_1808,54.92
lcl|U00096.3_cds_AAC74884.1_1809,53.99
lcl|U00096.3_cds_AAC74885.2_1810,50.53
lcl|U00096.3_cds_AAC74886.1_1811,53.89
lcl|U00096.3_cds_AYC08223.2_1812,46.54
lcl|U00096.3_cds_AAC74887.1_1813,50.31
lcl|U00096.3_cds_AAC74888.1_1814,51.56
lcl|U00096.3_cds_AAC74889.2_1815,52.7
lcl|U00096.3_cds_AAC74890.1_1816,45.1
lcl|U00096.3_cds_AAC74891.2_1817,51.68
lcl|U00096.3_cds_AAC74892.1_1818,51.36
lcl|U00096.3_cds_AAC74893.1_1819,46.67
lcl|U00096.3_cds_AAC74894.1_1820,42.36
lcl|U00096.3_cds_AAC74895.1_1821,43.4
lcl|U00096.3_cds_AAC74896.1_1822,46.53
lcl|U00096.3_cds_ABD18672.1_1823,43.75
lcl|U00096.3_cds_AAC74897.1_1824,49.75
lcl|U00096.3_cds_AAC74898.2_1825,52.33
lcl|U00096.3_cds_AAC74899.1_1826,53.51
lcl|U00096.3_cds_AAC74900.1_1827,50.37
lcl|U00096.3_cds_AAC74901.2_1828,52.93
lcl|U00096.3_cds_AAC74902.2_1829,49.2
lcl|U00096.3_cds_AAC74903.1_1830,50.08
lcl|U00096.3_cds_AAC74904.2_1831,53.64
lcl|U00096.3_cds_AAC74905.2_1832,51.81
lcl|U00096.3_cds_AAC74906.2_1833,48.52
lcl|U00096.3_cds_AAC74907.2_1834,45.83
lcl|U00096.3_cds_AAC74908.2_1835,47.79
lcl|U00096.3_cds_AAC74909.1_1836,45.91
lcl|U00096.3_cds_AAC74910.1_1837,53.15
lcl|U00096.3_cds_AAC74911.1_1838,49.87
lcl|U00096.3_cds_AAC74912.1_1839,48.48
lcl|U00096.3_cds_AAC74913.1_1840,52.05
lcl|U00096.3_cds_AAC74914.1_1841,51.89
lcl|U00096.3_cds_AAC74915.1_1842,49.83
lcl|U00096.3_cds_AAC74916.1_1843,52.73
lcl|U00096.3_cds_AAC74917.2_1844,49.3
lcl|U00096.3_cds_AAC74918.1_1845,49.48
lcl|U00096.3_cds_AAC74919.1_1846,53.77
lcl|U00096.3_cds_AAC74920.1_1847,56.23
lcl|U00096.3_cds_AAC74921.1_1848,53.64
lcl|U00096.3_cds_AAC74922.1_1849,51.69
lcl|U00096.3_cds_AAC74923.1_1850,48.97
lcl|U00096.3_cds_AAC74924.1_1851,52.81
lcl|U00096.3_cds_AAC74925.1_1852,51.54
lcl|U00096.3_cds_AAC74926.2_1853,52.46
lcl|U00096.3_cds_AAC74927.2_1854,49.09
lcl|U00096.3_cds_AAC74928.1_1855,49.21
lcl|U00096.3_cds_AAC74929.1_1856,51.91
lcl|U00096.3_cds_AAC74930.1_1857,52.72
lcl|U00096.3_cds_AAC74931.1_1858,53.27
lcl|U00096.3_cds_ACO59996.1_1859,19.7
lcl|U00096.3_cds_AAC74932.2_1860,44.11
lcl|U00096.3_cds_AAC74933.1_1861,55.94
lcl|U00096.3_cds_AAC74934.1_1862,52.23
lcl|U00096.3_cds_AAC74935.1_1863,52.54
lcl|U00096.3_cds_AAC74936.1_1864,53.75
lcl|U00096.3_cds_AAC74937.2_1865,53.09
lcl|U00096.3_cds_AAC74938.1_1866,51.04
lcl|U00096.3_cds_AAC74939.2_1867,50.76
lcl|U00096.3_cds_AAC74940.1_1868,50.67
lcl|U00096.3_cds_AAC74941.1_1869,52.06
lcl|U00096.3_cds_AAC74942.2_1870,51.32
lcl|U00096.3_cds_AAC74943.1_1871,47.41
lcl|U00096.3_cds_AAC74944.2_1872,51.94
lcl|U00096.3_cds_AAC74945.2_1873,50.79
lcl|U00096.3_cds_AAC74946.1_1874,53.29
lcl|U00096.3_cds_QNV50531.1_1875,31.11
lcl|U00096.3_cds_AAC74947.2_1876,38.85
lcl|U00096.3_cds_AAC74948.1_1877,52.67
lcl|U00096.3_cds_AAC74949.1_1878,54.88
lcl|U00096.3_cds_AAC74950.1_1879,54.92
lcl|U00096.3_cds_AAC74951.1_1880,53.49
lcl|U00096.3_cds_AAC74952.1_1881,49.23
lcl|U00096.3_cds_AAC74953.1_1882,54.29
lcl|U00096.3_cds_AAC74954.1_1883,54.24
lcl|U00096.3_cds_AAC74955.1_1884,53.56
lcl|U00096.3_cds_AAC74956.1_1885,52.77
lcl|U00096.3_cds_AAC74957.1_1886,51.98
lcl|U00096.3_cds_UMR55122.1_1887,53.13
lcl|U00096.3_cds_AAC74958.2_1888,54.0
lcl|U00096.3_cds_AAC74959.1_1889,53.18
lcl|U00096.3_cds_AAC74960.1_1890,51.35
lcl|U00096.3_cds_AAC74961.1_1891,49.05
lcl|U00096.3_cds_AAC74962.2_1892,46.44
lcl|U00096.3_cds_AAC74963.1_1893,54.56
lcl|U00096.3_cds_AAC74964.1_1894,52.9
lcl|U00096.3_cds_AAC74965.1_1895,44.99
lcl|U00096.3_cds_AAC74966.1_1896,49.19
lcl|U00096.3_cds_AAC74967.1_1897,50.56
lcl|U00096.3_cds_AAT48138.2_1898,51.17
lcl|U00096.3_cds_AAC74970.1_1899,52.28
lcl|U00096.3_cds_AAC74971.1_1900,51.82
lcl|U00096.3_cds_AAC74972.1_1901,47.82
lcl|U00096.3_cds_AAC74973.2_1902,48.41
lcl|U00096.3_cds_ACO59997.1_1903,39.08
lcl|U00096.3_cds_AAC74974.1_1904,50.31
lcl|U00096.3_cds_AAC74975.1_1905,42.77
lcl|U00096.3_cds_AAC74976.1_1906,47.08
lcl|U00096.3_cds_AAC74977.1_1907,51.24
lcl|U00096.3_cds_AAC74978.1_1908,53.0
lcl|U00096.3_cds_AAC74979.1_1909,52.46
lcl|U00096.3_cds_AAC74980.2_1910,51.72
lcl|U00096.3_cds_AAC74981.1_1911,49.77
lcl|U00096.3_cds_AYC08224.1_1912,34.46
lcl|U00096.3_cds_AAC74982.1_1913,48.0
lcl|U00096.3_cds_AAC74983.1_1914,46.75
lcl|U00096.3_cds_AAC74984.1_1915,54.32
lcl|U00096.3_cds_AAC74985.1_1916,52.77
lcl|U00096.3_cds_AAC74986.2_1917,54.0
lcl|U00096.3_cds_AAC74987.1_1918,49.81
lcl|U00096.3_cds_AAC74988.2_1919,46.56
lcl|U00096.3_cds_AAC74989.1_1920,54.17
lcl|U00096.3_cds_AAC74990.1_1921,47.49
lcl|U00096.3_cds_AAC74991.1_1922,52.24
lcl|U00096.3_cds_AAC74992.1_1923,49.88
lcl|U00096.3_cds_AAC74993.1_1924,51.64
lcl|U00096.3_cds_AAC74994.1_1925,49.8
lcl|U00096.3_cds_AAC74995.1_1926,57.0
lcl|U00096.3_cds_AAC74996.1_1927,54.89
lcl|U00096.3_cds_AAC74997.1_1928,48.29
lcl|U00096.3_cds_AAT48139.1_1929,51.87
lcl|U00096.3_cds_AAC74999.1_1930,47.08
lcl|U00096.3_cds_AAC75004.1_1931,53.97
lcl|U00096.3_cds_AAC75005.1_1932,54.61
lcl|U00096.3_cds_AAC75006.1_1933,55.62
lcl|U00096.3_cds_AAC75007.2_1934,57.06
lcl|U00096.3_cds_AAC75008.1_1935,58.59
lcl|U00096.3_cds_AAC75009.1_1936,51.58
lcl|U00096.3_cds_AAC75010.1_1937,54.88
lcl|U00096.3_cds_AAC75011.1_1938,53.33
lcl|U00096.3_cds_AAC75012.1_1939,53.33
lcl|U00096.3_cds_AAC75013.1_1940,55.07
lcl|U00096.3_cds_AAC75014.2_1941,54.64
lcl|U00096.3_cds_AAC75015.1_1942,53.12
lcl|U00096.3_cds_AAC75016.1_1943,50.37
lcl|U00096.3_cds_AAC75017.1_1944,47.46
lcl|U00096.3_cds_AAC75018.1_1945,38.14
lcl|U00096.3_cds_AAC75019.1_1946,51.32
lcl|U00096.3_cds_AAC75020.2_1947,48.68
lcl|U00096.3_cds_AAC75021.1_1948,52.08
lcl|U00096.3_cds_AAC75022.2_1949,51.39
lcl|U00096.3_cds_AAC75023.1_1950,53.01
lcl|U00096.3_cds_AAC75024.1_1951,53.05
lcl|U00096.3_cds_AAC75025.1_1952,53.64
lcl|U00096.3_cds_AAC75026.1_1953,56.05
lcl|U00096.3_cds_AAC75027.1_1954,52.15
lcl|U00096.3_cds_AAC75028.1_1955,54.45
lcl|U00096.3_cds_AAC75029.3_1956,53.8
lcl|U00096.3_cds_AAC75033.1_1957,48.59
lcl|U00096.3_cds_AAC75034.1_1958,39.66
lcl|U00096.3_cds_AAC75035.2_1959,44.79
lcl|U00096.3_cds_AAC75036.1_1960,41.79
lcl|U00096.3_cds_AAC75037.1_1961,52.14
lcl|U00096.3_cds_AAC75038.1_1962,47.96
lcl|U00096.3_cds_AAC75039.1_1963,38.25
lcl|U00096.3_cds_AAC75040.2_1964,42.18
lcl|U00096.3_cds_AAC75041.2_1965,45.86
lcl|U00096.3_cds_AAC75042.5_1966,50.07
lcl|U00096.3_cds_AAC75045.1_1967,50.42
lcl|U00096.3_cds_AAC75046.1_1968,50.24
lcl|U00096.3_cds_AAC75047.1_1969,39.89
lcl|U00096.3_cds_AAC75048.3_1970,48.3
lcl|U00096.3_cds_AAC75049.1_1971,48.26
lcl|U00096.3_cds_AAC75050.1_1972,48.15
lcl|U00096.3_cds_AAC75051.1_1973,49.62
lcl|U00096.3_cds_AAC75052.1_1974,51.3
lcl|U00096.3_cds_AAC75053.1_1975,53.49
lcl|U00096.3_cds_AAC75054.1_1976,50.55
lcl|U00096.3_cds_AAC75055.2_1977,54.94
lcl|U00096.3_cds_b4582_1978,45.63
lcl|U00096.3_cds_AAC75057.1_1979,55.08
lcl|U00096.3_cds_AAT48140.2_1980,53.01
lcl|U00096.3_cds_AAT48141.1_1981,58.24
lcl|U00096.3_cds_AAC75062.2_1982,50.29
lcl|U00096.3_cds_AAC75063.1_1983,58.17
lcl|U00096.3_cds_AAC75064.1_1984,52.7
lcl|U00096.3_cds_AAC75065.1_1985,57.18
lcl|U00096.3_cds_AAC75066.1_1986,53.07
lcl|U00096.3_cds_AYC08225.1_1987,49.23
lcl|U00096.3_cds_AYC08226.1_1988,48.46
lcl|U00096.3_cds_AAC75068.2_1989,47.88
lcl|U00096.3_cds_UMR55114.1_1990,39.22
lcl|U00096.3_cds_AAC75069.1_1991,50.8
lcl|U00096.3_cds_AAC75070.1_1992,47.26
lcl|U00096.3_cds_AAC75071.2_1993,49.27
lcl|U00096.3_cds_AAC75072.1_1994,50.07
lcl|U00096.3_cds_AAC75073.1_1995,50.44
lcl|U00096.3_cds_AAC75074.1_1996,50.42
lcl|U00096.3_cds_AAC75075.2_1997,52.69
lcl|U00096.3_cds_ACO59998.1_1998,44.44
lcl|U00096.3_cds_AAC75076.2_1999,50.43
lcl|U00096.3_cds_AAC75077.1_2000,51.88
lcl|U00096.3_cds_ABD18681.1_2001,44.31
lcl|U00096.3_cds_AAC75078.2_2002,48.41
lcl|U00096.3_cds_AAC75079.1_2003,43.14
lcl|U00096.3_cds_AAC75080.1_2004,54.11
lcl|U00096.3_cds_AAC75081.1_2005,58.08
lcl|U00096.3_cds_AAC75082.1_2006,55.37
lcl|U00096.3_cds_AAC75083.2_2007,53.37
lcl|U00096.3_cds_AAC75084.1_2008,56.68
lcl|U00096.3_cds_AAC75085.2_2009,57.18
lcl|U00096.3_cds_AAC75086.1_2010,51.87
lcl|U00096.3_cds_AAC75087.1_2011,54.58
lcl|U00096.3_cds_AAC75088.2_2012,45.87
lcl|U00096.3_cds_AAC75089.1_2013,43.79
lcl|U00096.3_cds_AAC75090.1_2014,50.18
lcl|U00096.3_cds_b4571_2015,35.35
lcl|U00096.3_cds_AAC74413.2_2016,55.05
lcl|U00096.3_cds_AAC75093.1_2017,31.9
lcl|U00096.3_cds_AAC75094.1_2018,40.61
lcl|U00096.3_cds_AAC75095.1_2019,35.95
lcl|U00096.3_cds_AAC75096.1_2020,32.31
lcl|U00096.3_cds_AAC75097.1_2021,35.6
lcl|U00096.3_cds_AAC75098.1_2022,35.42
lcl|U00096.3_cds_AAC75099.1_2023,38.71
lcl|U00096.3_cds_AAC75100.1_2024,42.74
lcl|U00096.3_cds_AAC75101.1_2025,46.56
lcl|U00096.3_cds_AAC75102.1_2026,43.65
lcl|U00096.3_cds_AAC75103.1_2027,51.68
lcl|U00096.3_cds_AAC75104.1_2028,47.1
lcl|U00096.3_cds_AAC75105.1_2029,54.87
lcl|U00096.3_cds_AAC75106.1_2030,54.33
lcl|U00096.3_cds_AAC75107.1_2031,54.09
lcl|U00096.3_cds_AAC75108.1_2032,54.62
